workerid,rating2,rating1,catch_trial,rating_other,modal2,modal1,percentage_blue,pair,sentence1,sentence2,post_exposure,reverse_sent_order,catch_trial_answer_correct,color
0,0,1,0,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,0,0,0,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,0,0,1,1,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,1,"""orange"""
0,0,0,0,1,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,0,0,0,1,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
0,0,0,0,1,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
0,1,0,0,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,0,0,0,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,0,0,0,1,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,0.55,0,1,0.44999999999999996,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,1,"""orange"""
0,0,0,1,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,1,"""orange"""
0,0,0,0,1,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
0,0,0,0,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
0,0,0,0,1,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
0,0,0,1,1,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,1,"""blue"""
0,0,0,0,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,1,0,0,0,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
0,1,0,1,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,0,"""blue"""
0,1,0,0,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
0,0,0,0,1,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,0.33,0,0,0.6699999999999999,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,0,1,0,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
0,1,0,0,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
0,0,0,0,1,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
1,1,0,0,0,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0.08,0,0,0.9199999999999999,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0.14,0.09,1,0.77,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,1,"""blue"""
1,0.27,0.09,0,0.64,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0.22,0.08,0,0.7,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0.9099999999999999,0.09,0,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0,0,1,1,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
1,0.38,0.1,1,0.52,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,0,"""blue"""
1,0.8300000000000001,0.17,0,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0,1,0,0,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0,1,0,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0.9199999999999999,0,0,0.08000000000000018,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0,0,0,1,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0.33,0.17,1,0.5,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,1,"""blue"""
1,0,0,0,1,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0.24,0.07,0,0.69,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0.4,0.04,0,0.5599999999999999,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0.07,0,1,0.9299999999999999,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
1,0,0,0,1,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0.8899999999999999,0.11,1,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,1,"""blue"""
1,0.62,0.1,0,0.28,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0.34,0.1,0,0.5599999999999999,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0,0,1,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,1,"""blue"""
1,0.85,0.15,0,0,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0.95,0.05,0,0,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0,1,0,0,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0.06,0,0,0.94,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0.34,0.08,0,0.5800000000000001,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0,0,1,1,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,1,"""blue"""
1,0.52,0.12,0,0.36,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0,1,0,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0.28,0.13,0,0.5899999999999999,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0,0,0,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
1,0.8700000000000001,0.13,1,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
1,0.19,0,0,0.81,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
1,0.69,0.02,0,0.29000000000000004,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,1,0,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,1,0,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,0,0,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,0,1,1,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,1,"""blue"""
2,0,0,0,1,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,1,0,0,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,0,0,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,1,0,0,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,1,1,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
2,1,0,0,0,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,0,0,1,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,1,1,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,0,0,1,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,1,0,0,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,0,0,1,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,0,1,1,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
2,0,0,1,1,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,1,0,1,0,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,1,1,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,1,"""blue"""
2,1,0,1,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,1,0,0,0,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,1,0,0,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,1,1,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,1,"""orange"""
2,1,0,0,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
2,0,0,0,1,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,0,-1,"""orange"""
2,0,0,0,1,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,0,-1,"""blue"""
3,0,0,0,1,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,1,0,0,0,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,0,0,0,1,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,0,0,0,1,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,0,0,1,1,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,0,"""orange"""
3,0,0,0,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,0,0,1,1,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,1,"""blue"""
3,0,0,0,1,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,1,0,0,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,1,0,0,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,0,0,0,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,0,0,0,1,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,0,0,1,1,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,1,"""blue"""
3,1,0,0,0,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,0,0,1,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,0,"""orange"""
3,0,0,0,1,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,1,0,0,0,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,0,1,0,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,1,0,0,0,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,0,0,1,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,1,"""blue"""
3,0,0,0,1,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,0,0,0,1,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,0,1,0,0,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,0,0,1,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,0,"""blue"""
3,0,0,1,1,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,1,"""blue"""
3,0,0,0,1,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,1,0,0,0,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,0,0,0,1,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
3,0,0,0,1,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,0,0,1,1,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,1,"""orange"""
3,1,0,0,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,1,0,0,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,0,1,0,0,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,1,0,0,0,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
3,1,0,1,0,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,0,"""blue"""
3,0,1,0,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,0,1,1,0,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,1,"""orange"""
4,0,0,0,1,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,1,0,0,0,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,0.5,0,0,0.5,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,0,0,0,1,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,0,0,0,1,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,1,0,0,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,1,0,1,0,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,1,"""orange"""
4,0,0,0,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,0.5,0,0,0.5,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,0,0,1,1,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,1,"""orange"""
4,0,0,1,1,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,1,"""blue"""
4,0,0,1,1,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,0,"""orange"""
4,1,0,0,0,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,0.5,0,1,0.5,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,1,"""blue"""
4,0,0,1,1,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,1,"""orange"""
4,1,0,1,0,"""probably""","""bare""",0,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,1,"""orange"""
4,1,0,0,0,"""probably""","""bare""",10,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,0.5,0,0,0.5,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,0,1,0,0,"""probably""","""bare""",100,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,0,0,0,1,"""probably""","""bare""",25,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,1,0,0,0,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,0.5,0,0,0.5000000000000001,"""probably""","""bare""",60,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,1,0,0,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,0,0,0,1,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,1,0,0,0,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get an orange one""","""You&quotecharll probably get an orange one""",1,1,-1,"""orange"""
4,1,0,0,0,"""probably""","""bare""",75,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,1,0,0,0,"""probably""","""bare""",90,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,1,0,0,0,"""probably""","""bare""",50,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
4,1,0,0,0,"""probably""","""bare""",40,"""bare-probably""","""You&quotecharll get a blue one""","""You&quotecharll probably get a blue one""",1,1,-1,"""blue"""
